_event_id,_day_of_week,_start_time,_end_time,_weeks,_break_mins,_spanName,_event_catName,_tag1,_tag2,_capacity_req,_deptName,_global_event,_protected,_suspended,_grouping_id,_registers_req,_lock,_resType,_resName,_resWeeks,_layoutName,_scheduling_status,_quantity
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
59631,Sat,16:00,17:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
59719,Mon,17:00,18:00,22-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
59720,Mon,18:00,19:00,22-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
59722,Wed,17:00,18:00,22-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
59723,Wed,18:00,19:00,22-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
59905,Thu,17:00,18:00,22-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
57463,Mon,09:00,11:00,13,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
57468,Tue,09:00,11:00,13,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
57469,Tue,13:00,15:00,13,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
57470,Wed,09:00,11:00,13,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
57471,Thu,09:00,11:00,13,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
57479,Wed,09:00,11:00,10,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
57483,Wed,13:00,15:00,10,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
45381,Sat,14:00,15:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
45383,Sat,16:00,17:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
45387,Sat,14:00,15:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
45388,Sat,15:00,16:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
45390,Sat,16:00,17:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
45395,Mon,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 3B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
45396,Mon,18:00,19:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 3B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
45397,Wed,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 3B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
45398,Wed,18:00,19:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 3B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
45418,Sat,09:00,10:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
45948,Mon,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
47696,Mon,17:00,18:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLN,,,,
47697,Mon,18:00,19:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 10,,,,
47698,Wed,17:00,18:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 10,,,,
47699,Wed,18:00,19:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 10,,,,
49282,Tue,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLN,,,,
49295,Thu,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 1002,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49303,Tue,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
49319,Sat,10:00,11:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PORTUGUESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
49320,Sat,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PORTUGUESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
49321,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PORTUGUESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
49325,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GERMAN 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
49327,Tue,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GERMAN 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,,,
49328,Tue,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
49333,Thu,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
49340,Mon,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
49341,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49342,Wed,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49343,Wed,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49345,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ITALIAN 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
49352,Sat,14:00,15:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
49353,Sat,16:00,17:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
49357,Sat,09:00,10:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
49366,Wed,09:00,11:00,"2-9,11,14",0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49367,Wed,13:00,15:00,"2-8,11,13-14",0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL GENERAL ENGLISH,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
49386,Fri,13:00,14:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PRONUNCIATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
49387,Fri,14:00,15:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PRONUNCIATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
49388,Fri,09:00,10:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL WRITING,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 10,,,,
49682,Tue,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
49683,Tue,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
49684,Thu,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
49685,Thu,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
52175,Mon,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 2B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
52200,Wed,11:00,12:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
52201,Thu,11:00,12:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1101,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
52210,Tue,18:00,19:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1104,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
52225,Sat,13:00,14:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
52228,Sat,09:00,10:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
52229,Sat,11:00,12:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
52235,Tue,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL HINDI 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
52254,Mon,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL YORUBA 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
52255,Mon,18:00,19:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL YORUBA 1B,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  4,,,,
52256,Wed,17:00,18:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL YORUBA 1B,,,,
52417,Sat,09:00,10:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
52418,Sat,10:00,11:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
52420,Sat,12:00,13:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
52665,Fri,17:00,19:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL YORUBA CONVERSATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  6,,Tutorial Room,,
52861,Sat,11:00,12:00,21-33,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
54791,Wed,17:00,19:00,40-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE CONVERSATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
54794,Tue,17:00,18:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
54796,Thu,17:00,18:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
54797,Thu,18:00,19:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
54799,Tue,18:00,19:00,39-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,FREN 1001,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
54800,Tue,17:00,18:00,40-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PORTUGUESE CONVERSATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLN,,,,
54801,Tue,18:00,19:00,40-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL PORTUGUESE CONVERSATION,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
54880,Thu,17:00,18:00,40-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
54881,Thu,18:00,19:00,40-46,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56324,Tue,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56325,Wed,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56326,Thu,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLN,,,,
56327,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1102,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
56328,Mon,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56329,Mon,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56330,Wed,17:00,18:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  8,,,,
56331,Wed,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLN,,,,
56333,Sat,15:00,16:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
56334,Sat,16:00,17:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1103,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 12,,,,
56335,Tue,18:00,19:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,SPAN 1104,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
56336,Sat,13:00,14:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
56338,Sat,14:00,15:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
56340,Sat,15:00,16:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  3,,,,
56342,Sat,16:00,17:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
56344,Sat,15:00,16:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
56345,Sat,16:00,17:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  9,,,,
56346,Sat,09:00,10:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
56348,Sat,11:00,12:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
56349,Sat,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
56350,Sat,10:00,11:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL JAPANESE 3A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
56354,Sat,10:00,11:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room 11,,,,
56355,Sat,11:00,12:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
56358,Sat,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL ARABIC 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  2  (LLE),,,,
56362,Sat,15:00,16:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
56364,Sat,16:00,17:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  7,,,,
56366,Sat,14:00,15:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 1A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLLS,,,,
56369,Sat,10:00,11:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
56371,Sat,11:00,12:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CLL CHINESE 2A,,,,
,,,,,,,,,,,,,,,,,,Room,FHE CLL  Room  5,,,,
56372,Sat,12:00,13:00,2-14,0,,CLL Certificate Language Courses,,,,,N,N,N,,,
